value_id;option_id;store_id;value
2181259;6621;0;Wever & Ducr�
2173742;6622;0;LED 4x1,5W
2173743;6622;1;LED 4x1,5W
2173744;6622;2;LED 4x1,5W
2139906;6623;0;LED 8x1,5W
2139907;6623;1;LED 8x1,5W
2139908;6623;2;LED 8x1,5W
2189839;6624;0;LED 4x1,5W
2189840;6624;1;LED 4x1,5W
2189841;6624;2;LED 4x1,5W
2333365;6625;0;LED 1 x 13W
2333360;6626;0;GU10 1x50W
2333370;6627;0;LED 1x8W
2375597;6628;0;GU10 2x50W
2173722;6629;0;LED 2x13W
2139887;6630;0;LED 3x13W
2139830;6631;0;GU10 3x50W
2139890;6632;0;LED 3x8W
2174155;6633;0;LED 4x8W
2174152;6634;0;LED 4x13W
2376271;6635;0;GU10 4x50W
2281235;6636;0;2200K
2379848;6637;0;aluminium brushed/black -/- Aluminium geb�rstet /Schwarz
2379849;6637;1;Aluminium geb�rstet /Schwarz
2379850;6637;2;aluminium brushed/black
1873826;6638;0;-
1873827;6638;1;
1873828;6638;2;
1873829;6639;0;Open Box
1873830;6639;1;Open Box
1873831;6639;2;Open Box
2372681;6640;0;detail cherry wood and nickel -/- Detail Kirsche und Nickel
2372688;6641;0;detail nickel / Detail Nickel
2184849;6642;0;marrone/bronze -/- Braun / Bronze
2184850;6642;1;Braun / Bronze
2184851;6642;2;marrone/bronze
2184846;6643;0;marrone/bronze -/- Braun / Bronze
2184847;6643;1;Braun / Bronze
2184848;6643;2;marrone/bronze
2139861;6644;0;LED 17W
2308019;6645;0;LED 17W
2180486;6646;0;Guillaume Delvigne
2380050;6647;0;black Premium Satin -/- Premium Satin schwarz
2380051;6647;1;Premium Satin schwarz
2380052;6647;2;black Premium Satin
2286107;6648;0;konvex
2286108;6648;1;konvex
2286109;6648;2;convex
2369566;6649;0;115W
2185217;6650;0;Oyster Linen -/- Leinen Auster
2185218;6650;1;Leinen Auster
2185219;6650;2;Linen Oyster
2292931;6651;0;green Silk -/- gr�ne Seide
2292932;6651;1;gr�ne Seide
2292933;6651;2;green Silk
2380262;6652;0;Champagne Ripple -/- Champagner geriffelt
2380263;6652;1;Champagner geriffelt
2380264;6652;2;Champagne Ripple
2374070;6653;0;bronze, oiled  -/- geölte Bronze
2374071;6653;1;geölte Bronze
2374072;6653;2;oiled bronze
2192107;6654;0;taupe
2185120;6655;0;Ohne Dekor
2185121;6655;1;Ohne Dekor
2185122;6655;2;Without Pattern
2184751;6656;0;L�ngsdekor, schmale Streifen
2184752;6656;1;L�ngsdekor, schmale Streifen
2184753;6656;2;Alongside Pattern, slim stripes
2184748;6657;0;L�ngsdekor, breite Streifen
2184749;6657;1;L�ngsdekor, breite Streifen
2184750;6657;2;Across Pattern, wide stripes
2372524;6658;0;340° rotating -/- 340° drehbar
2372525;6658;1;340° drehbar
2372526;6658;2;340° rotating
2372698;6659;0;dimmable for 5 core cables -/- dimmbar bei 5-adriger Verkabelung
2372699;6659;1;dimmbar bei 5-adriger Verkabelung
2372700;6659;2;dimmable for 5 core cables
2184766;6660;0;light beige linen -/- hellbeige Leinen
2184767;6660;1;hellbeige Leinen
2184768;6660;2;light beige linen
2180598;6661;0;Jon Santacoloma
2369590;6662;0;18,6W
2369728;6663;0;9,3W
2189848;6664;0;LED 4x18,6W
2189866;6665;0;LED 4x9,3W
2189950;6666;0;LED 7W (Up)  +10W (Down)
2189330;6667;0;LED 10W (Up) + 20W (Down)
2189872;6668;0;LED 5,8W (Up) +8W (Down)
2189371;6669;0;LED 14W (Up) +14W (Down)
2189396;6670;0;LED 19W Up) + 47,5W (Down)
2189958;6671;0;LED 8,5W (Up) + 25W (Down)
2189339;6672;0;LED 12,5W (Up) + 37W (Down)
2189323;6673;0;LED 10,5W (UP) + 31,5W (Down)
2373848;6674;0;-
2380532;6675;0;-
2333325;6677;0;E27 1x57W
2184458;6678;0;fog white-/-nebelwei�
2184459;6678;1;nebelwei�
2184460;6678;2;fog white
2185114;6679;0;nougat
2372993;6680;0;sensor dimmer-/-Sensordimmer
2372994;6680;1;Sensordimmer
2372995;6680;2;sensor dimmer
2346134;6681;0;TO DO
2346016;6682;0;Kartell
2180394;6683;0;Ferruccio Laviani
2180649;6684;0;Klaus Nolting
2180650;6684;1;Klaus Nolting
2376393;6685;0;LED 57W
2174149;6686;0;LED 40,4W
2139877;6687;0;LED 29W
2173707;6688;0;LED 18,6W
2292887;6689;0;-
2345987;6690;0;Envy
2222458;6691;0;Portugal
2261906;6692;0;LED 13W
2139875;6693;0;LED 26W
2139955;6694;0;to do
2185649;6695;0;taupe dark -/- taupe dunkel
2185650;6695;1;taupe dunkel
2185651;6695;2;taupe dark
2185652;6696;0;taupe light -/- taupe hell
2185653;6696;1;taupe hell
2185654;6696;2;taupe light
2139900;6697;0;LED 74W
2173741;6698;0;LED 48W
2262861;6699;0;opaque -/- opak
2262862;6699;1;opak
2262863;6699;2;opaque
2139911;6700;0;LED 90W
2173745;6701;0;LED 52W
2189989;6702;0;LED 90W
2139901;6703;0;LED 78W
2173746;6704;0;LED 54W
2185944;6705;0;white-grey -/- Wei�-Grau
2185945;6705;1;Wei�-Grau
2185946;6705;2;white-grey
2185956;6706;0;white-turquoise -/- Wei�-T�rkis
2185957;6706;1;Wei�-T�rkis
2185958;6706;2;white-turquoise
2185950;6707;0;white-mango -/- Wei�-Mango
2185951;6707;1;Wei�-Mango
2185952;6707;2;white-mango
2184836;6708;0;mango
2372695;6709;0;dimmable for 230V -/- dimmbar f�r 230V
2372696;6709;1;dimmbar f�r 230V
2372697;6709;2;dimmable for 230V
2207514;6710;0;LED 17,5W
2139860;6711;0;LED 17,5W
2180382;6712;0;Federica Bubino
2345999;6713;0;formagenda
2381051;6714;0;E27 1 x12W Ø94mm Kugelförmig
2381052;6714;2;E27 1x12W Ø94mm spherical shape
2368844;6715;0;Christophe de la Fontaine
2372738;6716;0;fabric cord -/- Textilkabel
2372739;6716;1;Textilkabel
2372740;6716;2;fabric cord
2338584;6717;0;copper polished -/- Kupfer poliert
2338585;6717;1;Kupfer poliert
2338586;6717;2;copper polished
2338581;6718;0;brass polished -/- Messing poliert
2338582;6718;1;Messing poliert
2338583;6718;2;brass polished
2368754;6719;0;Benjamin Hopf
2372685;6720;0;detail gold -/- Detail Gold
2372686;6720;1; Detail Gold
2372687;6720;2;detail gold
2372682;6721;0;detail chrome -/- Detail Chrome
2372683;6721;1;Detail Chrome
2372684;6721;2;detail chrome
2380008;6722;0;beige red -/- Beige Rot
2380009;6722;1;Beige Rot
2380010;6722;2;beige red
2379803;6723;0;dark green -/- Dunkelgr�n
2379804;6723;1;Dunkelgr�n
2379805;6723;2;dark green
2185032;6724;0;mustard -/- Senffarben
2185033;6724;1;Senffarben
2185034;6724;2;mustard
2189565;6725;0;LED 29,4W
2180982;6726;0;Perico Pastor
2189210;6727;0;GX53 1x13W
2189209;6728;0;GX53 1x13W
2280903;6729;0;LED 11W
2375432;6730;0;E27 1x77W
2376327;6731;0;E27 1x77W
2345955;6732;0;Bellart
2180845;6733;0;Michelle Belesso
2185250;6734;0;pleated nature -/- Plissee natur
2185251;6734;1;Plissee natur
2185252;6734;2;pleated nature
2346107;6735;0;Roger Pradier
2181074;6736;0;Roger Pradier
2184813;6737;0;limestone -/- Kalkstein
2184814;6737;1;Kalkstein
2184815;6737;2;limestone
2184535;6738;0;gold patina -/- Patina Gold
2184536;6738;1;Patina Gold
2184537;6738;2;gold patina
2184584;6739;0;green patina -/- Patina Gr�n
2184585;6739;1;Patina Gr�n
2184586;6739;2;green patina
2222440;6740;0;France -/- Frankreich
2222441;6740;1;Frankreich
2222442;6740;2;France
2189541;6741;0;LED 23W
2185586;6742;0;smoke grey / rauchgrau
2185587;6742;1;rauchgrau
2185588;6742;2;smoke grey
2374472;6743;0;Oak waxed / Eiche gewachst
2374473;6743;1;Eiche gewachst
2374474;6743;2;Oak waxed
2374469;6744;0;Oak natural / Eiche Natur
2374470;6744;1;Eiche Natur
2374471;6744;2;Oak natural
2380340;6745;0;Cognac
2380341;6745;1;Cognac
2380342;6745;2;Cognac
2185780;6746;0;Triplex Opal
2185781;6746;1;Triplex Opal
2185782;6746;2;Triplex Opal
2185863;6747;0;white -/- wei�
2185864;6747;1;wei�
2185865;6747;2;white
2188606;6748;0;G4 5x35W 12V
2292883;6749;0;white -/- wei�
2292884;6749;1;wei�
2292885;6749;2;white
2368891;6750;0;Design From
2374519;6751;0;red anodised -/- rot eloxiert
2374520;6751;1;rot eloxiert
2374521;6751;2;red anodised
2189364;6752;0;LED 14,7W
2189988;6753;0;LED 9,8W
2173755;6754;0;LED 9,8W
2139857;6755;0;LED 14,7W
2369576;6756;0;14,7W
2369730;6757;0;9,8W
2174138;6758;0;LED 29,4W
2376384;6759;0;LED 29,4W
2189564;6760;0;LED 29,4W
2369625;6761;0;29,4W
2189842;6762;0;LED 4x10W
2189575;6763;0;LED 2x10W
2189696;6764;0;LED 3x10W
2372851;6765;0;Model A - B
2372854;6766;0;Model C - D
2372855;6767;0;Model D
2372853;6768;0;Model C
2372852;6769;0;Model B
2372850;6770;0;Model A
2188308;6771;0;E27 5x21W
2180906;6772;0;Oriol Llahona
2345935;6773;0;Almalight
2376307;6774;0;2Gx13 1x55W
2371141;6775;0;LED 12W
2139849;6776;0;LED 12W
2376376;6777;0;LED 12W
2180628;6778;0;Josep Puig & Josep Novell
2368865;6779;0;Cristian Cubinà
2189636;6780;0;LED 3,7W
2189637;6780;1;LED 3,7W
2189638;6780;2;LED 3,7W
2184715;6781;0;ivory/white -/- elfenbein/wei�
2184716;6781;1;elfenbein/wei�
2184717;6781;2;ivory/white
2379995;6782;0;aubergine/black -/- aubergine/schwarz
2379996;6782;1;aubergine/schwarz
2379997;6782;2;aubergine/black
2185568;6783;0;silver metallized -/- silber metallisiert
2185569;6783;1;silber metallisiert
2185570;6783;2;silver metallized
2380361;6784;0;copper metallized -/- kupfer metallisiert
2380362;6784;1;kupfer metallisiert
2380363;6784;2;copper metallized
2345985;6785;0;El Torrent
2180343;6786;0;Eloy Puig.
2181117;6787;0;Series Nemo
2341930;6788;0;peragol
2341931;6788;1;Peragol (Papier+PVC)
2341932;6788;2;peragol (paper+pvc)
2180364;6789;0;Estudi Ribaudi
2180981;6790;0;Pepe Cort�s
2345953;6791;0;BD Barcelona
2189802;6792;0;LED 3x9W
2184742;6793;0;laguna blue -/- laguneblau
2184743;6793;1;laguneblau
2184744;6793;2;laguna blue
2188337;6794;0;E27 6x32W
2188284;6795;0;E27 4x32W
2333373;6796;0;LED 2W
2341749;6797;0;Acrylschnur
2341750;6797;1;geflochtene Acrylschnur
2341751;6797;2;braided acrylic cord
2122385;6798;0;Acrylschnur
2122386;6798;1;geflochtene Acrylschnur
2122387;6798;2;braided acrylic cord
2189628;6799;0;LED 2x8,7W
2122656;6800;0;polyethylene lampshade without  slip cover -/- Polyethylen Schirm ohne Husse
2122657;6800;1;Polyethylen Schirm ohne Husse
2122658;6800;2;polyethylene lampshade without slip cover
2122653;6801;0;polyethylene lampshade with slip cover -/- Polyethylen Schirm mit Husse
2122654;6801;1;Polyethylen Schirm mit Husse
2122655;6801;2;polyethylene lampshade with slip cover
2189964;6802;0;LED 8W
2189965;6802;1;LED 8W
2189966;6802;2;LED 8W
2372790;6803;0;incl. driver -/- inkl. Betriebsger�t
2372791;6803;1;inkl. Betriebsger�t
2372792;6803;2;incl. driver
2372735;6804;0;excl. driver -/- exkl. Betriebsger�t
2372736;6804;1;exkl. Betriebsger�t
2372737;6804;2;excl. driver
2346138;6805;0;Tràddel
2375914;6806;0;G5 2x24W
2375286;6807;0;2G10 1x24W
2181276;6808;0;Øivind Slaatto
2185866;6809;0;white / gold
2185867;6809;1;wei� / gold
2185868;6809;2;white / gold
2341411;6810;0;satin
2375740;6811;0;E27 1x200W
2376073;6812;0;E27 1x200W
2368851;6813;0;Clara von Zweigbergk
2372939;6814;0;red top
2372940;6814;1;Schrim Rot
2372941;6814;2;red top
2373123;6815;0;yellow top
2373124;6815;1;Schirm Gelb
2373125;6815;2;yellow top
2372647;6816;0;copper top
2372648;6816;1;Schirm Bronze
2372649;6816;2;copper top
2372572;6817;0;aluminium polished -/- Aluminium poliert
2372573;6817;1;Aluminium poliert
2372574;6817;2;aluminium polished
2372566;6818;0;aluminium brushed -/- Aluminium geb�rstet
2372567;6818;1;Aluminium geb�rstet
2372568;6818;2;aluminium brushed
2189797;6819;0;LED 3x8W
2189798;6819;1;LED 3x8W
2189799;6819;2;LED 3x8W
2189905;6820;0;LED 5x8W
2189906;6820;1;LED 5x8W
2189907;6820;2;LED 5x8W
2373849;6821;0;24 carat gold plated -/- vergoldet 24 karat
2373850;6821;1;vergoldet 24 karat
2373851;6821;2;24 carat gold plated
2346029;6822;0;Lichtkultur
2345947;6823;0;B Leuchten
2368738;6824;0;B Leuchten
2346088;6825;0;Orion
2185823;6827;0;vinyl dark -/- Vinyl dunkel
2185824;6827;1;Vinyl dunkel
2185825;6827;2;Vinyl dark
2185828;6828;0;vinyl light -/- Vinyl hell
2185829;6828;1;Vinyl hell
2185830;6828;2;vinyl light
2185804;6829;0;varnished wood dark
2185805;6829;1;lamelliertes Holz dunkel
2185806;6829;2;varnished wood dark
2185807;6830;0;varnished wood light -/- lamelliertes Holz hell
2185808;6830;1;lamelliertes Holz hell
2185809;6830;2;varnished wood light
2185831;6831;0;Vinyl silver -/ Vinyl Silber
2185832;6831;1;Vinyl Silber
2185833;6831;2;vinyl silver
2185826;6832;0;Vinyl gold
2185827;6832;1;Vinyl Gold
2193051;6833;0;embroidered organdie dark -/-bestickter Organza dunkel
2193052;6833;1;bestickter Organza Dunkel
2193053;6833;2;embroidered organdie embroidered organdie dark
2193054;6834;0;embroidered organdie light -/-bestickter Organza Hell
2185822;6835;0;Vinyl
2185287;6836;0;PVC glass -/- PVC Glas
2185288;6836;1;PVC Glas
2185289;6836;2;PVC glass
2184700;6837;0;iridescent silver polyester -/- irisierendes silbernes Polyester
2184701;6837;1;irisierendes silbernes Polyester
2184702;6837;2;iridescent silver polyester
2380328;6838;0;coarsely embroidered organdie -/- grob bestickter Organza
2380329;6838;1;grob bestickter Organza
2380330;6838;2;coarsely embroidered organdie
2184441;6839;0;fabric dark -/- Stoff dunkel
2184442;6839;1;Stoff dunkel
2184443;6839;2;fabric dark
2184444;6840;0;fabric light -/- Stoff hell
2184445;6840;1;Stoff hell
2184446;6840;2;fabric light
2373075;6841;0;velourgold 24 carat -/- Velourgold 24 Karat
2373076;6841;1;Velourgold 24 Karat
2373077;6841;2;velourgold 24 carat
2189531;6842;0;LED 20x1,5W
2189532;6842;1;LED 20x1,5W
2189533;6842;2;LED 20x1,5W
2380422;6843;0;cross pleated band red -/- �ber Kreuz plissiert Rot
2380423;6843;1;�ber Kreuz plissiert Rot
2380424;6843;2;cross pleated band red
2380404;6844;0;cross pleated band black -/- �ber Kreuz plissiert Schwarz
2380405;6844;1;�ber Kreuz plissiert Schwarz
2380406;6844;2;cross pleated band black
2380416;6845;0;cross pleated band light grey -/- �ber Kreuz plissiert Hellgrau
2380417;6845;1;�ber Kreuz plissiert Hellgrau
2380418;6845;2;cross pleated band light grey
2380419;6846;0;cross pleated band orange -/- �ber Kreuz plissiert Orange
2380420;6846;1;�ber Kreuz plissiert Orange
2380421;6846;2;cross pleated band orange
2380407;6847;0;cross pleated band brown -/- �ber Kreuz plissiert Braun
2380408;6847;1;�ber Kreuz plissiert Braun
2380409;6847;2;cross pleated band brown
2380425;6848;0;cross pleated band white -/- �ber Kreuz plissiert Wei�
2380426;6848;1;�ber Kreuz plissiert Wei�
2380427;6848;2;cross pleated band white
2380413;6849;0;cross pleated band ivory -/-  �ber Kreuz plissiert Elfenbein
2380414;6849;1;�ber Kreuz plissiert Elfenbein
2380415;6849;2;cross pleated band ivory
2380410;6850;0;cross pleated band dark red -/- �ber Kreuz plissiert Dunkelrot
2380411;6850;1;�ber Kreuz plissiert Dunkelrot
2380412;6850;2;cross pleated band dark red
2375418;6851;0;E27 1x42W
2189810;6852;0;LED 40x1,5W
2189811;6852;1;LED 40x1,5W
2189812;6852;2;LED 40x1,5W
2189915;6853;0;LED 60x1,5W
2189916;6853;1;LED 60x1,5W
2189917;6853;2;LED 60x1,5W
2372563;6854;0;aluminium black lacquered -/- Aluminium schwarz lackiert
2372564;6854;1;Aluminium schwarz lackiert
2372565;6854;2;aluminium black lacquered
2372569;6855;0;aluminium chromed -/- Aluminium glanzverchromt
2372570;6855;1;Aluminium glanzverchromt
2372571;6855;2;aluminium chromed
2122521;6856;0;hand blown glas opal -/- mundgeblasenes Glas opal
2122522;6856;1;mundgeblasenes Glas opal
2122523;6856;2;hand blown glas opal
2122376;6857;0;acryl glass opal -/- Acrylglas opal
2122377;6857;1;Acrylglas opal
2122378;6857;2;acryl glass opal
2292871;6858;0;canopy track for three lights -/- Baldachinprofil f�r drei Leuchten
2292872;6858;1;Baldachinprofil f�r drei Leuchten
2292873;6858;2;canopy track for three lights
2292874;6859;0;canopy track for two lights -/- Baldachinprofil f�r zwei Leuchten
2292875;6859;1;Baldachinprofil f�r zwei Leuchten
2292876;6859;2;canopy track for two lights
2189971;6860;0;LED 8W pro Pendel
2189972;6860;1;LED 8W pro Pendel
2189973;6860;2;LED 8W per pendant
2379851;6861;0;aluminium champagne -/- Aluminium champagner
2379852;6861;1;Aluminium champagner
2379853;6861;2;aluminium champagne
2379890;6862;0;aluminium silver -/- Aluminium silber
2379891;6862;1;Aluminium silber
2379892;6862;2;aluminium silver
2184987;6863;0;mirror -/- Echtglas-Spiegel
2184988;6863;1;Echtglas-Spiegel
2184989;6863;2;mirror
2184505;6864;0;glass opal -/- Glas Opal
2184506;6864;1;Glas Opal
2184507;6864;2;glass opal
2346151;6865;0;WOFI Leuchten
2185296;6866;0;raster polycarbonate cover -/- Abdeckung Raster
2185297;6866;1;Abdeckung Raster
2185298;6866;2;raster polycarbonate cover
2185497;6867;0;satined polycarbonate cover -/- Abdeckung satiniert
2185498;6867;1;Abdeckung satiniert
2185499;6867;2;satined polycarbonate cover
2345991;6868;0;Esto
2180362;6869;0;Esto
2189282;6870;0;GY6.35 4x25W
2346007;6871;0;Holtkötter
2180521;6872;0;Holtkötter
2189547;6873;0;LED 24W + LED 9W
2189548;6873;1;LED 24W + LED 9W
2189549;6873;2;LED 24W + LED 9W
2180850;6874;0;Mikko Lakkonen
2346490;6875;0;55,2°x79,4°
2346482;6876;0;14,6°x63,4°
2180648;6877;0;Klaus Begasse
2373962;6878;0;au�en patiniert, innen poliert Aluminium
2373963;6878;1;au�en patiniert, innen poliert  Aluminium
2373964;6878;2;exterior patinated, polished inside aluminium
2373965;6879;0;au�en patiniert, innen poliert Messing
2373966;6879;1;au�en patiniert, innen poliert  Messing
2373967;6879;2;exterior patinated, polished inside, brass
2376334;6880;0;E27 3x57W
2346063;6881;0;Minital-Lux
2346100;6882;0;pluma cubic
2180511;6883;0;Heike Buchfelder
2341856;6884;0;Hahnenkreuzfedern
2341857;6884;1;Hahnenkreuzfedern
2341858;6884;2;tinged rooster feathers
2341836;6885;0;G�nsekielfedern
2341837;6885;1;G�nsekielfedern
2341838;6885;2;goose quill feathers
2180786;6886;0;Marta Sansoni
2372707;6887;0;Dimmer nicht inklusive
2372708;6887;1;Dimmer nicht inklusive
2372709;6887;2;dimmer not included
2184736;6888;0;Kupfer Bronze
2184737;6888;1;Kupfer Bronze
2184738;6888;2;coppery bronze
2185092;6889;0;naturfarbene, gr�n schillernde Hahnenkreuzfedern
2185093;6889;1;naturfarbene, gr�n schillernde Hahnenkreuzfedern
2185094;6889;2;natural iridescent green-colored rooster feathers
2185089;6890;0;naturfarbene, beige-schwarz melierte Hahnenkreuzfedern
2185090;6890;1;naturfarbene, beige-schwarz melierte Hahnenkreuzfedern
2185091;6890;2;natural beige and black-tinged rooster feathers
2185095;6891;0;naturfarbene, rost-orange Hahnenkreuzfedern
2185096;6891;1;naturfarbene, rost-orange Hahnenkreuzfedern
2185097;6891;2;natural rust-orange colored rooster feathers
2185098;6892;0;naturfarbene, rostrot-gr�ne Hahnenkreuzfedern
2185099;6892;1;naturfarbene, rostrot-gr�ne Hahnenkreuzfedern
2185100;6892;2;natural rust-red with green-colored rooster feathers
2180463;6893;0;Giordana Arcesilai
2180464;6893;1;Giordana Arcesilai
2381114;6894;0;E27 1x13W LED
2381115;6894;1;E27 1x13W LED
2381116;6894;2;E27 1x13W LED
2341816;6895;0;feathers -/- Federn
2341817;6895;1;Federn
2341818;6895;2;feathers
2122362;6896;0;feathers-/- Federn
2122363;6896;1;Federn
2122364;6896;2;feathers
2173708;6897;0;LED 1x10W
2139878;6898;0;LED 2x10W
2338607;6899;0;Nussbaum -/- American Walnut - natural waxed
2338608;6899;1;Nussbaum
2338609;6899;2;American Walnut - natural waxed
2338593;6900;0;Eiche wei� gebeizt -/- European Oak - stained white
2338594;6900;1;Eiche wei� gebeizt
2338595;6900;2;European Oak - stained white
2338590;6901;0;Eiche schwarz gebeizt -/- European Oak - stained black
2338591;6901;1;Eiche schwarz gebeizt
2338592;6901;2;European Oak - stained black
2338587;6902;0;Eiche natur gewachst -/- European Oak - natural waxed
2338588;6902;1;Eiche natur gewachst
2338589;6902;2;European Oak - natural waxed
2185148;6904;0;opaline
2185149;6904;1;opaline
2185150;6904;2;opaline
2180705;6905;0;Lucie Koldová & Dan Yeffet
2180706;6905;1;Lucie Koldová & Dan Yeffet
2376375;6906;0;LED 10W
2376289;6907;0;LED 10W
2139846;6908;0;LED 10W
2305923;6909;0;LED 10W
2333352;6910;0;G9 2,5W LED
2375720;6911;0;E14 LED 4W
2375881;6912;0;E27 LED 4W
2375386;6913;0;E14 LED 4W
2381046;6914;0;E14 LED 4W
2292919;6915;0;dark grey -/- dunkelgrau
2292920;6915;1;dunkelgrau
2292921;6915;2;dark grey
2292907;6916;0;clear -/- klar
2292908;6916;1;klar
2292909;6916;2;clear
2375892;6917;0;G4 13x20W
2375511;6918;0;G4 10x20W
2375880;6919;0;E27 LED  15W
2375601;6920;0;GU10 LED 13W
2375435;6921;0;E27 1x7W
2375862;6922;0;E27 5,5W
2376174;6923;0;E27 5,5W
2188360;6924;0;E27 7W
2345943;6925;0;Astro
2379854;6926;0;Aluminium geschliffen
2379855;6926;1;Aluminium geschliffen
2379856;6926;2;smoothed aluminium
2341844;6927;0;glass fiber -/- Glasfaserkunststoff
2341845;6927;1;Glasfaserkunststoff
2341846;6927;2;glass fiber
2341990;6928;0;satined stainless steel-/- Edelstahl satiniert
2341991;6928;1;Edelstahl satiniert
2341992;6928;2;satined stainless steel
2174157;6929;0;LED 56W
2173720;6930;0;LED 28W
2229833;6931;0;Linse klar
2229834;6931;2;clear lens
2229825;6932;0;Glasscheibe matt
2229826;6932;2;glass matt
2229823;6933;0;Glasscheibe klar
2229824;6933;2;glass clear
2229784;6934;0;Linse klar
2229785;6934;2;clear lens
2229773;6935;0;Glasscheibe matt
2229774;6935;2;glass matt
2229771;6936;0;Glasscheibe klar
2229772;6936;2;glass clear
2222207;6937;0;Diego Fortunato
2189434;6938;0;LED 1x 2,4W + LED 1x 16,8W
2189435;6938;1;LED 1x 2,4W + LED 1x 16,8W
2189436;6938;2;LED 1x 2,4W + LED 1x 16,8W
2369600;6939;0;2,4W + 16,8W
2180899;6940;0;Ontwerpduo
2374401;6941;0;mattes Waldgr�n
2374402;6941;2;matt forest green
2368860;6942;0;Costantino Morosin
2368861;6942;1;Costantino Morosin
2368862;6942;2;Costantino Morosin
2188255;6943;0;E27 3x8W LED Filament
2188256;6943;1;E27 3x8W LED Filament
2188257;6943;2;E27 3x8W LED Filament
2369727;6944;0;8W
2188590;6945;0;G4 3x10W 12V
2189844;6946;0;LED 4x11,5W
2346006;6947;0;HermannMiller
2180442;6948;0;George Nelson
2341939;6949;0;plastic polymer -/- Kunststoffpolymer
2341940;6949;1;Kunststoffpolymer
2341941;6949;2;plastic polymer
2380002;6950;0;beech -/- Buche
2380003;6950;1;Buche
2380004;6950;2;beech
2184629;6951;0;grey-green -/grau-gr�n
2184630;6951;1;grau-gr�n
2184631;6951;2;grey-green
2375420;6952;0;E27 1x48W
2375421;6952;1;E27 1x48W
2376153;6953;0;E27 3x77W
2376154;6953;1;E27 3x77W
2189601;6954;0;LED 2x35W
2189602;6954;1;LED 2x35W
2189603;6954;2;LED 2x35W
2189598;6955;0;LED 2x35W
2189599;6955;1;LED 2x35W
2189600;6955;2;LED 2x35W
2345975;6956;0;DCW
2368772;6957;0;Bertrand Balas
2185986;6958;0;White/Copper
2185987;6958;1;Wei� / Kupfer
2185988;6958;2;White/Copper
2183704;6959;0;White/Pink
2183705;6959;1;Wei�/Pink
2183706;6959;2;White/Pink
2380095;6960;0;Black/Pink
2380096;6960;1;Schwarz/Pink
2380097;6960;2;Black/Pink
2346069;6961;0;Modular
2372847;6962;0;mobil
2372848;6962;1;mobil
2372849;6962;2;mobile
2372749;6963;0;fest
2372750;6963;1;fest
2372751;6963;2;fixed
2187419;6964;0;LED 27W
2276098;6965;0;40°
2374185;6966;0;creme-white -/- cremewei�
2374186;6966;1;cremewei�
2374187;6966;2;creme-white
2374427;6967;0;moss grey -/- moosgrau
2374428;6967;1;moosgrau
2374429;6967;2;moss grey
2380001;6968;0;Basalt
2193055;6969;0;LED 38,5W
2193710;6970;0;Garcia Cumini
2345974;6971;0;Danese Artemide
2380875;6972;0;E14 23x40W
2346086;6973;0;Oligo
2262886;6974;0;Spectra® Crystal clear
2262887;6974;1;Spectra® Crystal, klar
2262888;6974;2;Spectra® Crystal, clear
2380799;6975;0;E14 17x40W
2324338;6976;0;silver -/- silber
2324339;6976;1;silber
2324340;6976;2;silver
2196004;6977;0;Pearl Silver
2196005;6978;0;Satin Copper
2379991;6979;0;Atlantic Blue
2196007;6980;0;Patagonia Spring
2196008;6981;0;Red Velvet
2380206;6982;0;Brazilian Brown
2196010;6983;0;Espresso
2229811;6984;0;chrome matt-/- matt Chrom
2229812;6984;1;matt Chrom
2229813;6984;2;chrome matt
2229817;6985;0;copper-/-Kupfer
2229818;6985;1;Kupfer
2229819;6985;2;copper
2229814;6986;0;chrome-/- Chrom
2229815;6986;1;Chrom
2229816;6986;2;chrome
2229853;6987;0;white-/-Wei�
2229854;6987;1;Wei�
2229855;6987;2;white
2374226;6988;0;fabric-/-Stoff
2374227;6988;1;Stoff
2374228;6988;2;fabric
2197496;6989;0;Gold shiny
2197497;6989;1;Gold gl�nzend
2197498;6989;2;Gold shiny
2197499;6990;0;Tabak gl�nzend
2197500;6990;1;Tabak gl�nzend
2197501;6990;2;Tobacco shiny
2219510;6991;0;Diamantgrau gl�nzend
2219511;6991;1;Diamantgrau gl�nzend
2219512;6991;2;Diamont grey shiny
2197505;6992;0;Satin/Satiniert
2197506;6992;1;Satiniert
2197507;6992;2;Satin
2379942;6993;0;Ananas
2379943;6993;1;Ananas
2379944;6993;2;Pineaple
2380265;6994;0;Champagner
2380266;6994;1;Champagner
2380267;6994;2;Champagner
2380041;6995;0;black matt / gold foil
2380042;6995;1;Schwarz matt / Blattgold
2380043;6995;2;black matt / gold foil
2262840;6996;0;Heritage crystal
2262841;6996;1;Heritage Kristall
2262842;6996;2;Heritage Crystal
2281253;6997;0;4200K
2199892;6998;0;slate structure -/- Schiefer Struktur
2199893;6998;1;Schiefer Struktur
2199894;6998;2;slate structure
2374160;6999;0;concrete structure -/- Beton Struktur
2374161;6999;1;Beton Struktur
2374162;6999;2;concrete structure
2200614;7000;0;Tabak
2200615;7000;1;Tabak
2200616;7000;2;Tobacco
2201335;7001;0;Francisco Gomez Paz
2201670;7002;0;LED 53W
2201671;7003;0;LED 65W
2369703;7004;0;65W
2369690;7005;0;53W
2374513;7006;0;Purple Grey
